s,C,m,m
 2.2504612E+002, 1.3056371E+002, 2.1761655E+000, 9.2689177E-001
 2.2534311E+002, 1.3040857E+002, 2.1734125E+000, 8.9961825E-001
 2.2564010E+002, 1.3014240E+002, 2.1726485E+000, 8.8764304E-001
 2.2592889E+002, 1.2993534E+002, 2.1737147E+000, 8.7393798E-001
 2.2625066E+002, 1.2977052E+002, 2.1738794E+000, 8.5244301E-001
 2.2653260E+002, 1.2958757E+002, 2.1731955E+000, 8.3117856E-001
 2.2684253E+002, 1.2951541E+002, 2.1724022E+000, 8.1471883E-001
 2.2710596E+002, 1.2975937E+002, 2.1702397E+000, 8.0590709E-001
 2.2741847E+002, 1.3047402E+002, 2.1654821E+000, 8.0917379E-001
 2.2773098E+002, 1.3160866E+002, 2.1584564E+000, 8.2558409E-001
 2.2804349E+002, 1.3264714E+002, 2.1513046E+000, 8.5011072E-001
 2.2835600E+002, 1.3299463E+002, 2.1458643E+000, 8.7327789E-001
 2.2860601E+002, 1.3287135E+002, 2.1428146E+000, 8.7295049E-001
 2.2894352E+002, 1.3255406E+002, 2.1404669E+000, 8.4525388E-001
 2.2924731E+002, 1.3217425E+002, 2.1376392E+000, 8.1008566E-001
 2.2955717E+002, 1.3171781E+002, 2.1342923E+000, 7.8062541E-001
 2.2982451E+002, 1.3114823E+002, 2.1312521E+000, 7.6067708E-001
 2.3017204E+002, 1.3052548E+002, 2.1288934E+000, 7.4585280E-001
 2.3041017E+002, 1.3006839E+002, 2.1274850E+000, 7.3476982E-001
 2.3071378E+002, 1.2983403E+002, 2.1262844E+000, 7.2646416E-001
 2.3104121E+002, 1.2997717E+002, 2.1240689E+000, 7.2151073E-001
 2.3130315E+002, 1.3053656E+002, 2.1205004E+000, 7.2337287E-001
 2.3160123E+002, 1.3118045E+002, 2.1160418E+000, 7.3869777E-001
 2.3192105E+002, 1.3186881E+002, 2.1107072E+000, 7.6797786E-001
 2.3224086E+002, 1.3236077E+002, 2.1058712E+000, 8.0208559E-001
 2.3256068E+002, 1.3275026E+002, 2.1012022E+000, 8.2436161E-001
 2.3281653E+002, 1.3305526E+002, 2.0963822E+000, 8.3284621E-001
 2.3313635E+002, 1.3355700E+002, 2.0901423E+000, 8.2978999E-001
 2.3344876E+002, 1.3481447E+002, 2.0824982E+000, 8.1104454E-001
 2.3373154E+002, 1.3586579E+002, 2.0756866E+000, 7.8735773E-001
 2.3402564E+002, 1.3648640E+002, 2.0711802E+000, 7.6173311E-001
 2.3433670E+002, 1.3670875E+002, 2.0693898E+000, 7.3927453E-001
 2.3464776E+002, 1.3650405E+002, 2.0692592E+000, 7.2156246E-001
 2.3491527E+002, 1.3613358E+002, 2.0701682E+000, 7.0707349E-001
 2.3525744E+002, 1.3557558E+002, 2.0711141E+000, 6.9955995E-001
 2.3553118E+002, 1.3490097E+002, 2.0708962E+000, 6.9512462E-001
 2.3585756E+002, 1.3429997E+002, 2.0695957E+000, 6.9146068E-001
 2.3612917E+002, 1.3379430E+002, 2.0678470E+000, 6.9164265E-001
 2.3640078E+002, 1.3339595E+002, 2.0657094E+000, 6.8830077E-001
 2.3674302E+002, 1.3308540E+002, 2.0621364E+000, 6.8006898E-001
 2.3704179E+002, 1.3297344E+002, 2.0583549E+000, 6.6666032E-001
 2.3730471E+002, 1.3294863E+002, 2.0552119E+000, 6.5593933E-001
 2.3763336E+002, 1.3299283E+002, 2.0521709E+000, 6.5791323E-001
 2.3796202E+002, 1.3309041E+002, 2.0492720E+000, 6.7801367E-001
 2.3822494E+002, 1.3321665E+002, 2.0467307E+000, 7.1158971E-001
 2.3855359E+002, 1.3327355E+002, 2.0439726E+000, 7.5937195E-001
 2.3881651E+002, 1.3324168E+002, 2.0411562E+000, 8.2300184E-001
 2.3914516E+002, 1.3299879E+002, 2.0374355E+000, 8.9015596E-001
 2.3940809E+002, 1.3266482E+002, 2.0333983E+000, 9.4891382E-001
 2.3973478E+002, 1.3256275E+002, 2.0293405E+000, 9.8992999E-001
 2.4004923E+002, 1.3263247E+002, 2.0249687E+000, 1.0120718E+000
 2.4031336E+002, 1.3284032E+002, 2.0214405E+000, 9.9900416E-001
 2.4060119E+002, 1.3315089E+002, 2.0171387E+000, 9.6015110E-001
 2.4091781E+002, 1.3359067E+002, 2.0114518E+000, 8.9986547E-001
 2.4123443E+002, 1.3396958E+002, 2.0058001E+000, 8.2620453E-001
 2.4155104E+002, 1.3424379E+002, 2.0012100E+000, 7.7340655E-001
 2.4180434E+002, 1.3441807E+002, 1.9976864E+000, 7.4782752E-001
 2.4212095E+002, 1.3449229E+002, 1.9948183E+000, 7.3398950E-001
 2.4244390E+002, 1.3444695E+002, 1.9919428E+000, 7.2703879E-001
 2.4272253E+002, 1.3425731E+002, 1.9890955E+000, 7.1959626E-001
 2.4300115E+002, 1.3395091E+002, 1.9862390E+000, 7.0233004E-001
 2.4334943E+002, 1.3346592E+002, 1.9831595E+000, 6.8570913E-001
 2.4362805E+002, 1.3302895E+002, 1.9802468E+000, 6.8847415E-001
 2.4394070E+002, 1.3269052E+002, 1.9779929E+000, 7.1200973E-001
 2.4421044E+002, 1.3236610E+002, 1.9756908E+000, 7.4676069E-001
 2.4454761E+002, 1.3204099E+002, 1.9732442E+000, 7.8240612E-001
 2.4485576E+002, 1.3176048E+002, 1.9704144E+000, 8.0894505E-001
 2.4516267E+002, 1.3157484E+002, 1.9677000E+000, 8.2275620E-001
 2.4542746E+002, 1.3135941E+002, 1.9654577E+000, 8.3716874E-001
 2.4575845E+002, 1.3110609E+002, 1.9632941E+000, 8.5469986E-001
 2.4602324E+002, 1.3082284E+002, 1.9613346E+000, 8.7745634E-001
 2.4636084E+002, 1.3049314E+002, 1.9592678E+000, 9.0059603E-001
 2.4665211E+002, 1.3019940E+002, 1.9567437E+000, 9.1392492E-001
 2.4694338E+002, 1.3005289E+002, 1.9542640E+000, 9.1478012E-001
 2.4720729E+002, 1.3000575E+002, 1.9516993E+000, 9.1005162E-001
 2.4752577E+002, 1.3006305E+002, 1.9484008E+000, 8.9684354E-001
 2.4784426E+002, 1.3029102E+002, 1.9447761E+000, 8.7532412E-001
 2.4816275E+002, 1.3057790E+002, 1.9414752E+000, 8.5472364E-001
 2.4841754E+002, 1.3079670E+002, 1.9386208E+000, 8.3571591E-001
 2.4876150E+002, 1.3083816E+002, 1.9358247E+000, 8.1625739E-001
 2.4905579E+002, 1.3071267E+002, 1.9329858E+000, 7.8465298E-001
 2.4936408E+002, 1.3058682E+002, 1.9308102E+000, 7.3978054E-001
 2.4964762E+002, 1.3052318E+002, 1.9290928E+000, 7.0620953E-001
 2.4991447E+002, 1.3051549E+002, 1.9272061E+000, 6.7561037E-001
 2.5021634E+002, 1.3058386E+002, 1.9252618E+000, 6.4583449E-001
 2.5051821E+002, 1.3057908E+002, 1.9231127E+000, 6.2507400E-001
 2.5082008E+002, 1.3042294E+002, 1.9212599E+000, 6.1747612E-001
 2.5114006E+002, 1.3054694E+002, 1.9191195E+000, 6.3639144E-001
 2.5140570E+002, 1.3106017E+002, 1.9164638E+000, 6.8102326E-001
 2.5173776E+002, 1.3190821E+002, 1.9130051E+000, 7.4350616E-001
 2.5200341E+002, 1.3298576E+002, 1.9091314E+000, 8.0165053E-001
 2.5233546E+002, 1.3409465E+002, 1.9049175E+000, 8.4016432E-001
 2.5260111E+002, 1.3487920E+002, 1.9009702E+000, 8.5533373E-001
 2.5293316E+002, 1.3533821E+002, 1.8980388E+000, 8.5666899E-001
 2.5326522E+002, 1.3565374E+002, 1.8957670E+000, 8.5604585E-001
 2.5353087E+002, 1.3563336E+002, 1.8944076E+000, 8.4741321E-001
 2.5386292E+002, 1.3560953E+002, 1.8931952E+000, 8.3814002E-001
 2.5412857E+002, 1.3558113E+002, 1.8919345E+000, 8.3581505E-001
 2.5446062E+002, 1.3540611E+002, 1.8906972E+000, 8.4135390E-001
 2.5472627E+002, 1.3490900E+002, 1.8894936E+000, 8.5320932E-001
 2.5505833E+002, 1.3397043E+002, 1.8879744E+000, 8.6948466E-001
 2.5532397E+002, 1.3271870E+002, 1.8862184E+000, 8.8603466E-001
 2.5565603E+002, 1.3130943E+002, 1.8841950E+000, 9.0070844E-001
 2.5592167E+002, 1.2993529E+002, 1.8816803E+000, 9.2932841E-001
 2.5625373E+002, 1.2875581E+002, 1.8786466E+000, 9.8536421E-001
 2.5651938E+002, 1.2775070E+002, 1.8751080E+000, 1.0628164E+000
 2.5685143E+002, 1.2681099E+002, 1.8711765E+000, 1.1413818E+000
 2.5714426E+002, 1.2566458E+002, 1.8671353E+000, 1.2168298E+000
 2.5743709E+002, 1.2467157E+002, 1.8635986E+000, 1.2698554E+000
 2.5772992E+002, 1.2398584E+002, 1.8605429E+000, 1.2869592E+000
 2.5803446E+002, 1.2428814E+002, 1.8592937E+000, 1.2568087E+000
 2.5835657E+002, 1.2546952E+002, 1.8605556E+000, 1.1784773E+000
 2.5862714E+002, 1.2660646E+002, 1.8655329E+000, 1.0885974E+000
 2.5895791E+002, 1.2710501E+002, 1.8710075E+000, 9.9995661E-001
 2.5920997E+002, 1.2702477E+002, 1.8740966E+000, 9.2660449E-001
 2.5952505E+002, 1.2684206E+002, 1.8752980E+000, 8.7636809E-001
 2.5981988E+002, 1.2708308E+002, 1.8735039E+000, 8.4031542E-001
 2.6010122E+002, 1.2779899E+002, 1.8687586E+000, 8.3770165E-001
 2.6046753E+002, 1.2936664E+002, 1.8614723E+000, 8.8079322E-001
 2.6073986E+002, 1.3147486E+002, 1.8550757E+000, 9.6096536E-001
 2.6101220E+002, 1.3310391E+002, 1.8493460E+000, 1.0112773E+000
 2.6133408E+002, 1.3433228E+002, 1.8437759E+000, 1.0374530E+000
 2.6162816E+002, 1.3476641E+002, 1.8388683E+000, 1.0447693E+000
 2.6193400E+002, 1.3420378E+002, 1.8345701E+000, 1.0481914E+000
 2.6226269E+002, 1.3312383E+002, 1.8302986E+000, 1.0455647E+000
 2.6251643E+002, 1.3233934E+002, 1.8269327E+000, 1.0333533E+000
 2.6283361E+002, 1.3193234E+002, 1.8243666E+000, 1.0120115E+000
 2.6315078E+002, 1.3156002E+002, 1.8221451E+000, 9.8167493E-001
 2.6340452E+002, 1.3111977E+002, 1.8203562E+000, 9.4331796E-001
 2.6375342E+002, 1.3061072E+002, 1.8185240E+000, 8.9893670E-001
 2.6400864E+002, 1.3027243E+002, 1.8166579E+000, 8.5672726E-001
 2.6431771E+002, 1.3028551E+002, 1.8148420E+000, 8.2751170E-001
 2.6462679E+002, 1.3051709E+002, 1.8131709E+000, 8.1583774E-001
 2.6494540E+002, 1.3096647E+002, 1.8121318E+000, 8.2946082E-001
 2.6525214E+002, 1.3162415E+002, 1.8112895E+000, 8.7191950E-001
 2.6551170E+002, 1.3225232E+002, 1.8102124E+000, 9.2289795E-001
 2.6583614E+002, 1.3275009E+002, 1.8084478E+000, 9.6423356E-001
 2.6616058E+002, 1.3316820E+002, 1.8055822E+000, 9.7780576E-001
 2.6642014E+002, 1.3335397E+002, 1.8026461E+000, 9.5273082E-001
 2.6674458E+002, 1.3334865E+002, 1.8001349E+000, 9.0663308E-001
 2.6700414E+002, 1.3317187E+002, 1.7983954E+000, 8.6436129E-001
 2.6732858E+002, 1.3277286E+002, 1.7969488E+000, 8.4027001E-001
 2.6765302E+002, 1.3207950E+002, 1.7950633E+000, 8.4246998E-001
 2.6791258E+002, 1.3130137E+002, 1.7928035E+000, 8.6470110E-001
 2.6825543E+002, 1.3069413E+002, 1.7899854E+000, 9.0323289E-001
 2.6850172E+002, 1.3034874E+002, 1.7871264E+000, 9.4444200E-001
 2.6884743E+002, 1.3011435E+002, 1.7843727E+000, 9.7362572E-001
 2.6912400E+002, 1.3002545E+002, 1.7814968E+000, 9.9167559E-001
 2.6943665E+002, 1.2971561E+002, 1.7790968E+000, 9.9502674E-001
 2.6974104E+002, 1.2934262E+002, 1.7768243E+000, 9.8019668E-001
 2.7000890E+002, 1.2908533E+002, 1.7750425E+000, 9.5367238E-001
 2.7034373E+002, 1.2887530E+002, 1.7738462E+000, 9.1940441E-001
 2.7061159E+002, 1.2877076E+002, 1.7728996E+000, 8.7939495E-001
 2.7094642E+002, 1.2868013E+002, 1.7714352E+000, 8.5313331E-001
 2.7121428E+002, 1.2899534E+002, 1.7700248E+000, 8.5798730E-001
 2.7153026E+002, 1.2977687E+002, 1.7684148E+000, 8.6144289E-001
 2.7181798E+002, 1.3065502E+002, 1.7661059E+000, 8.4021908E-001
 2.7212871E+002, 1.3166078E+002, 1.7627181E+000, 8.1290789E-001
 2.7246419E+002, 1.3345582E+002, 1.7580874E+000, 7.8322085E-001
 2.7274270E+002, 1.3514443E+002, 1.7546677E+000, 7.6198746E-001
 2.7302817E+002, 1.3612434E+002, 1.7532962E+000, 7.5430156E-001
 2.7333453E+002, 1.3645108E+002, 1.7530466E+000, 7.5834852E-001
 2.7360337E+002, 1.3632153E+002, 1.7513834E+000, 7.6887307E-001
 2.7394300E+002, 1.3633343E+002, 1.7482597E+000, 7.8946669E-001
 2.7422497E+002, 1.3635124E+002, 1.7455257E+000, 8.1880723E-001
 2.7450693E+002, 1.3579099E+002, 1.7442043E+000, 8.4552442E-001
 2.7485939E+002, 1.3463262E+002, 1.7430163E+000, 8.7773231E-001
 2.7514135E+002, 1.3349217E+002, 1.7418093E+000, 9.0473439E-001
 2.7542331E+002, 1.3288121E+002, 1.7398865E+000, 9.2039729E-001
 2.7570528E+002, 1.3268744E+002, 1.7371726E+000, 9.3314983E-001
 2.7605773E+002, 1.3271886E+002, 1.7340053E+000, 9.4337759E-001
 2.7633970E+002, 1.3283754E+002, 1.7319033E+000, 9.4896511E-001
 2.7664632E+002, 1.3285657E+002, 1.7307664E+000, 9.4907206E-001
 2.7695294E+002, 1.3246529E+002, 1.7300777E+000, 9.4030071E-001
 2.7722277E+002, 1.3183597E+002, 1.7290267E+000, 9.2586114E-001
 2.7757355E+002, 1.3111843E+002, 1.7278211E+000, 9.1831962E-001
 2.7787036E+002, 1.3034051E+002, 1.7266067E+000, 9.2407180E-001
 2.7814389E+002, 1.2980202E+002, 1.7254394E+000, 9.4172846E-001
 2.7840038E+002, 1.2949513E+002, 1.7242445E+000, 9.6554499E-001
 2.7872848E+002, 1.2930950E+002, 1.7226627E+000, 9.9395792E-001
 2.7903259E+002, 1.2939632E+002, 1.7212616E+000, 1.0193550E+000
 2.7933670E+002, 1.2974007E+002, 1.7198767E+000, 1.0340077E+000
 2.7964081E+002, 1.3006655E+002, 1.7175222E+000, 1.0328498E+000
 2.7995100E+002, 1.3023849E+002, 1.7143411E+000, 1.0097825E+000
 2.8021862E+002, 1.3010253E+002, 1.7107163E+000, 9.7551316E-001
 2.8054621E+002, 1.2984385E+002, 1.7070773E+000, 9.4455162E-001
 2.8084609E+002, 1.2967451E+002, 1.7034920E+000, 9.2034897E-001
 2.8114597E+002, 1.2958554E+002, 1.7004007E+000, 9.0586249E-001
 2.8147044E+002, 1.2979885E+002, 1.6973603E+000, 8.9983558E-001
 2.8176072E+002, 1.3054692E+002, 1.6942748E+000, 9.1778823E-001
 2.8205100E+002, 1.3166211E+002, 1.6913034E+000, 9.5294275E-001
 2.8234128E+002, 1.3293307E+002, 1.6883395E+000, 9.7969060E-001
 2.8263157E+002, 1.3403922E+002, 1.6856079E+000, 9.6239569E-001
 2.8292185E+002, 1.3471035E+002, 1.6835681E+000, 9.1255872E-001
 2.8324996E+002, 1.3508917E+002, 1.6819852E+000, 8.4912065E-001
 2.8350550E+002, 1.3541813E+002, 1.6806232E+000, 7.9096695E-001
 2.8383132E+002, 1.3589808E+002, 1.6791900E+000, 7.4995620E-001
 2.8411242E+002, 1.3656845E+002, 1.6775828E+000, 7.2247614E-001
 2.8446379E+002, 1.3727452E+002, 1.6756242E+000, 7.0723835E-001
 2.8474489E+002, 1.3779103E+002, 1.6730694E+000, 6.9959172E-001
 2.8504435E+002, 1.3802274E+002, 1.6707555E+000, 6.9989525E-001
 2.8530788E+002, 1.3798185E+002, 1.6688472E+000, 7.0775725E-001
 2.8563729E+002, 1.3767243E+002, 1.6673967E+000, 7.2194473E-001
 2.8590082E+002, 1.3718350E+002, 1.6662093E+000, 7.3674180E-001
 2.8623023E+002, 1.3647596E+002, 1.6648677E+000, 7.5589393E-001
 2.8655964E+002, 1.3576227E+002, 1.6629516E+000, 7.7694999E-001
 2.8682317E+002, 1.3556422E+002, 1.6610963E+000, 7.9138284E-001
 2.8714545E+002, 1.3587881E+002, 1.6596206E+000, 8.0015663E-001
 2.8743922E+002, 1.3659898E+002, 1.6584257E+000, 8.1070769E-001
 2.8773299E+002, 1.3735513E+002, 1.6574596E+000, 8.1850649E-001
 2.8802676E+002, 1.3769932E+002, 1.6563812E+000, 8.3128914E-001
 2.8835108E+002, 1.3747907E+002, 1.6550554E+000, 8.5349247E-001
 2.8863546E+002, 1.3680313E+002, 1.6536802E+000, 8.7522174E-001
 2.8891983E+002, 1.3614578E+002, 1.6517000E+000, 8.8744184E-001
 2.8920420E+002, 1.3584203E+002, 1.6488054E+000, 8.9017584E-001
 2.8955966E+002, 1.3577300E+002, 1.6450808E+000, 8.8303564E-001
 2.8984934E+002, 1.3569995E+002, 1.6418689E+000, 8.6888143E-001
 2.9012353E+002, 1.3537703E+002, 1.6392973E+000, 8.5144782E-001
 2.9046240E+002, 1.3463639E+002, 1.6365256E+000, 8.3412429E-001
 2.9074863E+002, 1.3370259E+002, 1.6340963E+000, 8.2357397E-001
 2.9102768E+002, 1.3281622E+002, 1.6317672E+000, 8.2434978E-001
 2.9134956E+002, 1.3193366E+002, 1.6288938E+000, 8.4367498E-001
 2.9165015E+002, 1.3113810E+002, 1.6259805E+000, 8.8001488E-001
 2.9194229E+002, 1.3035094E+002, 1.6230009E+000, 9.1070479E-001
 2.9221953E+002, 1.2956964E+002, 1.6209267E+000, 9.2416553E-001
 2.9256608E+002, 1.2894183E+002, 1.6202772E+000, 9.2378703E-001
 2.9282807E+002, 1.2885212E+002, 1.6206354E+000, 9.1316964E-001
 2.9313652E+002, 1.2901703E+002, 1.6215746E+000, 9.0650807E-001
 2.9344496E+002, 1.2930225E+002, 1.6229375E+000, 9.1886522E-001
 2.9370406E+002, 1.2967789E+002, 1.6232970E+000, 9.6037249E-001
 2.9404335E+002, 1.3029367E+002, 1.6231613E+000, 1.0360748E+000
 2.9431478E+002, 1.3115574E+002, 1.6223118E+000, 1.1190432E+000
 2.9465407E+002, 1.3246316E+002, 1.6195394E+000, 1.1843346E+000
 2.9492550E+002, 1.3325607E+002, 1.6161480E+000, 1.2125783E+000
 2.9526479E+002, 1.3330023E+002, 1.6132395E+000, 1.1831863E+000
 2.9552133E+002, 1.3302833E+002, 1.6109978E+000, 1.1219267E+000
 2.9582339E+002, 1.3254473E+002, 1.6092871E+000, 1.0431672E+000
 2.9615565E+002, 1.3190614E+002, 1.6075806E+000, 9.4726534E-001
 2.9640484E+002, 1.3142738E+002, 1.6064585E+000, 8.7381849E-001
 2.9675367E+002, 1.3114469E+002, 1.6052067E+000, 8.2680314E-001
 2.9704436E+002, 1.3079759E+002, 1.6034255E+000, 8.0854146E-001
 2.9733505E+002, 1.3031937E+002, 1.6016699E+000, 8.1317924E-001
 2.9762574E+002, 1.2972366E+002, 1.5999065E+000, 8.2884689E-001
 2.9791643E+002, 1.2912145E+002, 1.5981512E+000, 8.4953678E-001
 2.9823619E+002, 1.2860161E+002, 1.5964526E+000, 8.6755547E-001
 2.9856234E+002, 1.2827488E+002, 1.5947639E+000, 8.7383058E-001
 2.9884373E+002, 1.2829232E+002, 1.5930760E+000, 8.6865470E-001
 2.9912512E+002, 1.2852284E+002, 1.5913311E+000, 8.6153229E-001
 2.9940651E+002, 1.2877935E+002, 1.5893413E+000, 8.5509127E-001
 2.9975825E+002, 1.2894760E+002, 1.5874605E+000, 8.5032593E-001
 3.0000000E+002, 1.2898780E+002, 1.5870590E+000, 8.5262655E-001
